时间(s),X坐标(m),Y坐标(m)
807.1753250000509,3.4768873847783226,4.39018775641431
807.2753250000509,3.4723438817764967,4.394547676169904
807.3753250000509,3.4677914462480044,4.398898702229012
807.4753250000509,3.4632300955980613,4.403240816303743
807.575325000051,3.458659847262143,4.407574000133545
807.675325000051,3.454080718717937,4.411898235496581
807.775325000051,3.44949272748204,4.416213504206527
807.875325000051,3.4448958910984944,4.42051978810238
807.975325000051,3.4402902271647573,4.424817069072491
808.0753250000511,3.4356757532967697,4.429105329022298
808.1753250000511,3.431052487163793,4.433384549906968
808.2753250000511,3.426420446462177,4.437654713706974
808.3753250000511,3.421779648926917,4.441915802439018
808.4753250000512,3.4171301123345135,4.446167798159049
808.5753250000512,3.412471854491189,4.450410682950962
808.6753250000512,3.407804893244614,4.454644438938228
808.7753250000512,3.4031292464806615,4.458869048280626
808.8753250000512,3.3984449321121515,4.463084493163814
808.9753250000513,3.3937519681043424,4.46729075582388
809.0753250000513,3.3890503724406433,4.471487818514378
809.1753250000513,3.3843401631567964,4.4756756635396755
809.2753250000513,3.3796213583151307,4.47985427323
809.3753250000514,3.3748939760159113,4.484023629952581
809.4753250000514,3.37015803440013,4.488183716114738
809.5753250000514,3.3654135516379484,4.492334514152354
809.6753250000514,3.360660545940191,4.496476006541728
809.7753250000515,3.3558990355551694,4.500608175796236
809.8753250000515,3.351129038757629,4.504731004455672
809.9753250000515,3.346350573873756,4.50884447511134
810.0753250000515,3.34156365924754,4.512948570372378
810.1753250000515,3.336768313274307,4.517043272899793
810.2753250000516,3.331964554375463,4.521128565380989
810.3753250000516,3.3271524010096076,4.525204430541155
810.4753250000516,3.322331871675269,4.529270851146399
810.5753250000516,3.317502984899583,4.533327809991973
810.6753250000517,3.312665759249554,4.5373752899143724
810.7753250000517,3.307820213328943,4.541413273787937
810.8753250000517,3.302966365767419,4.545441744513964
810.9753250000517,3.298104235245076,4.549460685046301
811.0753250000517,3.293233840459454,4.553470078356993
811.1753250000518,3.288355200158399,4.5574699074709955
811.2753250000518,3.283468333115313,4.561460155440193
811.3753250000518,3.2785732581400566,4.565440805355009
811.4753250000518,3.273669994081608,4.5694118403475965
811.5753250000519,3.268758559816971,4.573373243579846
811.6753250000519,3.263838974262199,4.577324998255694
811.7753250000519,3.2589112563693554,4.581267087617665
811.8753250000519,3.253975425115881,4.585199494935769
811.975325000052,3.249031499528598,4.589122203533593
812.075325000052,3.244079498651417,4.593035196753274
812.175325000052,3.2391194415775075,4.596938457990886
812.275325000052,3.2341513474250583,4.600831970669958
812.375325000052,3.229175235347955,4.604715718253296
812.4753250000521,3.224191124538377,4.608589684246224
812.5753250000521,3.219199034215941,4.61245385218437
812.6753250000521,3.214198983638476,4.616308205646206
812.7753250000521,3.2091909920990602,4.620152728249535
812.8753250000522,3.204175078915603,4.6239874036401645
812.9753250000522,3.1991512634543353,4.627812215518466
813.0753250000522,3.1941195650982115,4.631627147603712
813.1753250000522,3.1890800032783755,4.635432183670128
813.2753250000522,3.1840325974504493,4.63922730751989
813.3753250000523,3.178977367104963,4.643012502995185
